Object Number	Is Public Domain	Department	Object Name	Title	Culture	Artist Role	Artist Prefix	Artist Display Name	Artist Suffix	Artist Alpha Sort	Artist Nationality	Artist Begin Date	Artist End Date	Object Date	Object Begin Date	Object End Date	Medium	Dimensions	Credit Line	Acquisition Date	City	State	County	Country	Region	Classification	Rights and Reproduction	Link Resource	Repository
2012.99	False	European Paintings	Painting	The Baptism of Christ		Artist		Jacopo Bassano (Jacopo da Ponte)		Bassano, Jacopo (Jacopo da Ponte)	Italian	1510	1592	ca. 1590	1585	1595	Oil on canvas	75 1/2 x 63 1/8 in. (191.8 x 160.3 cm)	Partial and Promised Gift of Mr. and Mrs. Mark Fisch, 2012							Paintings		http://www.metmuseum.org/art/collection/search/440393	Metropolitan Museum of Art, New York, NY
2008.547.1	True	European Paintings	Painting	Bashi-Bazouk		Artist		Jean-Léon Gérôme		Gérôme, Jean-Léon	French	1824	1904	1868–69	1868	1869	Oil on canvas	31 3/4 x 26 in. (80.6 x 66 cm)	Gift of Mrs. Charles Wrightsman, 2008							Paintings		http://www.metmuseum.org/art/collection/search/440723	Metropolitan Museum of Art, New York, NY
91.1.535a–h	True	Islamic Art	Astrolabe	Astrolabe of ‘Umar ibn Yusuf ibn ‘Umar ibn ‘Ali ibn Rasul al-Muzaffari		Maker		‘Umar ibn Yusuf ibn ‘Umar ibn ‘Ali ibn Rasul al-Muzaffari		‘Umar ibn Yusuf ibn ‘Umar ibn ‘Ali ibn Rasul al-Muzaffari				dated A.H. 690/ A.D. 1291	1266	1316	Brass, cast and hammered, pierced, chased, inlaid with silver	"Case (a): Max. W. 7 5/8 in. (19.4 cm)
                Diam. 6 1/8 in. (15.6 cm)
                D. 1/4 in. (0.6 cm)
Bar with attached nail (b):  Max. H. 1 7/8 in. (4.8 cm)
                                               Max. W. 1 1/8 in. (2.9 cm)
                                               L. 5 in. (12.7 cm)
Net (c): Diam. 5 in. (12.7 cm)
Plates (d-g): Diam. 5 in. (12.7 cm)
Pin (h): L. 1 3/4 in. (4.4 cm)
             W. 1/2 in. (1.3 cm)"	Edward C. Moore Collection, Bequest of Edward C. Moore, 1891					Yemen		Metal		http://www.metmuseum.org/art/collection/search/444408	Metropolitan Museum of Art, New York, NY
91.1.540	True	Islamic Art	Brazier	Brazier of Sultan al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar										second half 13th century	1250	1299	Brass, cast, chased, inlaid with silver and black compound	"H. 13 7/8 in. (35.2 cm)
W. 15 1/2 in. (39.4 cm)
Max Depth. 16 3/8 in. (41.6 cm)"	Edward C. Moore Collection, Bequest of Edward C. Moore, 1891					Egypt		Metal		http://www.metmuseum.org/art/collection/search/444540	Metropolitan Museum of Art, New York, NY
91.1.607	True	Islamic Art	Ewer	Dragon-Handled Jug with Inscription										late 15th– first quarter 16th century	1475	1525	Brass, cast and turned, engraved, and inlaid with silver, gold, and black organic compound	"Ht. 5 5/8 in. (14.3 cm)
Max. Diam. 6 1/8 in. (15.6 cm)
Diam. of Rim: 3 3/8 in. (8.6 cm)
Diam. of base: 5 1/2 in. (14 cm)"	Edward C. Moore Collection, Bequest of Edward C. Moore, 1891		probably Herat			present-day Afghanistan		Metal		http://www.metmuseum.org/art/collection/search/444607	Metropolitan Museum of Art, New York, NY
91.1.2064	True	Islamic Art	Pair of doors	Pair of Minbar Doors										ca. 1325–30	1300	1355	rosewood, mulberry, carved, inlaid with carved ivory, ebony	"H. 77 1/4 in. (196.2 cm)
W. 35 in. (88.9 cm)
D. 1 3/4 in. (4.4 cm)
Object encased in weighted freestanding mount.  Estimated Wt of piece: 80- 120 lbs."	Edward C. Moore Collection, Bequest of Edward C. Moore, 1891		Cairo			Egypt		Wood		http://www.metmuseum.org/art/collection/search/444812	Metropolitan Museum of Art, New York, NY
02.5.91	True	Islamic Art	Tile	Tile with Floral and Cloud-band Design										ca. 1578	1553	1603	Stonepaste, polychrome painted under transparent glaze	"H. 9 13/16 in. (24.9 cm)
W. 9 7/8 in. (25.1 cm)
D. 11/16 in. (1.7 cm)"	Gift of William B. Osgood Field, 1902		Iznik			Turkey		Ceramics, Tiles		http://www.metmuseum.org/art/collection/search/444897	Metropolitan Museum of Art, New York, NY
08.167.1	True	Islamic Art	Carpet	'Lotto' Carpet										16th century	1500	1599	Wool, symmetrically knotted pile	"Rug: L. 85 1/2 in. (217.2 cm)
         W. 51 1/4 in. (130.2 cm)
Wt. 19 lbs. (8.6 kg) with cradle"	Rogers Fund, 1908					Turkey		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/445297	Metropolitan Museum of Art, New York, NY
11.205.2	True	Islamic Art	Panel	Panel with Horse Heads										11th century	1000	1099	teak, carved	"H. 13 3/4 in. (34.9 cm)
W. 8 15/16 in. (22.7 cm)
D. 11/16 in. (1.7 cm)
Object with mount: L. 14 1/8 in. (35.9 cm)
                                   W. 9 1/8 in. (23.2 cm)
                                   D. 1 5/8 in. (4.1 cm)"	Rogers Fund, 1911					Egypt		Wood		http://www.metmuseum.org/art/collection/search/446191	Metropolitan Museum of Art, New York, NY
12.72.5	True	Islamic Art	Fragment	Velvet Panel with Flowering Plants										first half 17th century	1600	1650	Silk, cotton, flat metal thread, cut and voided velvet, brocaded	"Textile: H. 45 in. (114.3 cm)
             W. 27 in. (68.6 cm)
Mount: H. 52 in. (132.1 cm)
            W. 32 1/2 in. (82.6 cm)
           Wt. 30 lbs. (13.6 kg)"	Rogers Fund, 1912					Iran		Textiles		http://www.metmuseum.org/art/collection/search/446218	Metropolitan Museum of Art, New York, NY
13.141	True	Islamic Art	Panel	Panel from a Rectangular Box										10th–early 11th century	975	1025	Ivory, carved, inlaid with stone with traces of pigment	"H. 4 1/4 in. (10.8 cm)
W. 8 in. (20.3 cm)"	John Stewart Kennedy Fund, 1913		probably Cordoba			Spain		Ivories, Bone		http://www.metmuseum.org/art/collection/search/446285	Metropolitan Museum of Art, New York, NY
13.160.10	True	Islamic Art	Illustrated manuscript	Kitab suwar al-kawakib al-thabita (Book of the Images of the Fixed Stars) of al-Sufi		Author		`Abd al-Rahman al-Sufi		Al-Sufi `Abd al-Rahman	Persian	903	986	late 15th century	1475	1499	Ink and gold on paper, leather binding	"H. 10 3/16 in. (25.8 cm)
W. 7 1/8 in. (18.1 cm)"	Rogers Fund, 1913					Iran		Codices		http://www.metmuseum.org/art/collection/search/446297	Metropolitan Museum of Art, New York, NY
13.228.26	True	Islamic Art	Folio from an illustrated manuscript	"""A King Offers to Make Amends to a Bereaved Mother"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"		Artist|Poet	Painting attributed to	Miskin|Amir Khusrau Dihlavi		Miskin|Amir Khusrau Dihlavi		1545      |1228	1630      |1350	1597–98	1572	1623	"Main support: Ink, opaque watercolor, gold on paper
Margins: Gold on dyed paper"	"H. 9 3/4 in. .(24.8 cm)
W. 6 1/4 in. (15.9 cm)"	Gift of Alexander Smith Cochran, 1913					India		Codices		http://www.metmuseum.org/art/collection/search/446560	Metropolitan Museum of Art, New York, NY
13.228.28	True	Islamic Art	Folio from an illustrated manuscript	"""Bahram Gur Sees a Herd of Deer Mesmerized by Dilaram' s Music"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"		Artist|Poet	Attributed to	Miskin|Amir Khusrau Dihlavi		Miskin|Amir Khusrau Dihlavi		1545      |1228	1630      |1350	1597–98	1572	1623	"Main support: ink, opaque watercolor, and gold on paper
Margins: gold on dyed paper"	9 5/8 x 5 15/16in. (24.5 x 15.1cm)	Gift of Alexander Smith Cochran, 1913					India		Codices		http://www.metmuseum.org/art/collection/search/446562	Metropolitan Museum of Art, New York, NY
13.228.29	True	Islamic Art	Folio from an illustrated manuscript	"""A Muslim Pilgrim Learns a Lesson in Piety from a Brahman"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"		Artist|Calligrapher|Poet	Painting by	Basawan|Muhammad Husain Kashmiri|Amir Khusrau Dihlavi		Basawan|Muhammad Husain Kashmiri|Amir Khusrau Dihlavi	Indian	1556      |1535      |1228	1600      |1635      |1350	1597–98	1572	1623	"Image: Ink, opaque watercolor, and gold on paper
Margins: Gold on dyed paper"	"H. 9 7/8 in. (25.1 cm)
W. 6 1/4 in. (15.9 cm)"	Gift of Alexander Smith Cochran, 1913					India		Codices		http://www.metmuseum.org/art/collection/search/446563	Metropolitan Museum of Art, New York, NY
13.228.33	True	Islamic Art	Folio from an illustrated manuscript	"""The Story of the Princess of the Blue Pavillion: The Youth of Rum Is Entertained in a Garden by a Fairy and her Maidens"", Folio from a Khamsa (Quintet) of Amir Khusrau Dihlavi"		Artist|Calligrapher|Poet	Painting by	Manohar|Muhammad Husain Kashmiri|Amir Khusrau Dihlavi		Manohar|Muhammad Husain Kashmiri|Amir Khusrau Dihlavi		1577      |1535      |1228	1624      |1635      |1350	1597–98	1572	1623	Ink, opaque watercolor, and gold on paper	"H. 9 3/4 in. (24.8 cm)
W. 6 1/4 in. (15.9 cm)"	Gift of Alexander Smith Cochran, 1913					India		Codices		http://www.metmuseum.org/art/collection/search/446567	Metropolitan Museum of Art, New York, NY
13.228.7.5	True	Islamic Art	Folio from an illustrated manuscript	"""Farhad Carves a Milk Channel for Shirin"", Folio 74 from a Khamsa (Quintet) of Nizami"		Calligrapher|Calligrapher|Artist|Author	Painting by	Sultan Muhammad Nur|Mahmud Muzahhib|Shaikh Zada|Nizami (Ilyas Abu Muhammad Nizam al-Din of Ganja)		Sultan Muhammad Nur|Mahmud Muzahib|Shaykh Zada|Nizami (Ilyas Abu Muhammad Nizam al-Din of Ganja)		1448      |1141	1561      |1217	A.H. 931/A.D. 1524–25	1500	1550	Ink, opaque watercolor, and gold on paper	"Painting: H. 8 3/8 in. (21.3 cm)
                W. 5 1/16 in. (12.9 cm)
Page: H. 12 5/8 in. (32.1 cm)
          W. 8 3/4 in. (22.2 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)"	Gift of Alexander Smith Cochran, 1913		Herat			present-day Afghanistan		Codices		http://www.metmuseum.org/art/collection/search/446595	Metropolitan Museum of Art, New York, NY
14.40.721	True	Islamic Art	Carpet	Silk Animal Carpet										second half 16th century	1650	1699	Silk, asymmetrically knotted pile	"Rug: L. 94 7/8 in. (241 cm)
         W. 70 1/16 in. (178 cm)
Mount: L. 103 1/4 in. (262.3 cm)
             W. 78 in. (198.1 cm)
             D. 3 in. (7.6 cm)
             Wt. 206 lbs. (93.4 kg)"	Bequest of Benjamin Altman, 1913		probably Kashan			Iran		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/446642	Metropolitan Museum of Art, New York, NY
14.40.725	True	Islamic Art	Carpet	Carpet with Scrolling Vines and Blossoms										ca. 1650	1625	1675	Silk, pashmina wool, asymmetrically knotted pile	"L. 163 3/4 in. (415.9 cm)
W. 66 in. (167.6 cm)
Diam. of tube 10 in. (25.4 cm)"	Bequest of Benjamin Altman, 1913		Kashmir or Lahore			Northern India or Pakistan		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/446646	Metropolitan Museum of Art, New York, NY
16.87	True	Islamic Art	Bowl	Luster Bowl with Winged Horse										late 12th century	1175	1199	Stonepaste, luster-painted on opaque monochrome glaze	"H. 3 1/4 in (8.3 cm)
Diam. 8 in. (20.3 cm)"	Rogers Fund, 1916					Iran		Ceramics		http://www.metmuseum.org/art/collection/search/446860	Metropolitan Museum of Art, New York, NY
17.81.4	True	Islamic Art	Folio from an illustrated manuscript	"""Dancing Dervishes"", Folio from a Divan of Hafiz"		Artist|Poet	Painting attributed to	Bihzad|Hafiz		Bihzad|Hafiz		1450      |1325	1536      |1390	ca. 1480	1455	1505	Opaque watercolor and gold on paper	"Painting: H. 6 5/16 in. (16 cm)
                W. 4 1/4 in. (10.8 cm)
Page: H. 11 3/4 in. (29.9 cm)
          W. 7 7/16 in. (18.9 cm)
Mat: H. 19 1/4 in. (48.9 cm)
        W. 14 1/4 in. (36.2 cm)"	Rogers Fund, 1917		Herat			present-day Afghanistan		Codices		http://www.metmuseum.org/art/collection/search/446892	Metropolitan Museum of Art, New York, NY
17.190.241	True	Islamic Art	Casket	Morgan Casket										11th–12th century	1000	1199	Ivory, carved	"Overall: H. 8 7/8 in. (22.3 cm)
               W. 15 3/16 in. (38.6 cm)
               D.  7 7/8 in. (20 cm)
Lid: H. 2 3/4 in. (7 cm)
       W. 14 5/16 in. (36.4 cm)
       D. 8 1/16 in. (20.5 cm)
Container: H. 5 5/16 in. (13.5 cm)
                   W. 15 3/16 in. (38.6 cm)
                   D. 8 7/8 in. (22.5 cm)"	Gift of J. Pierpont Morgan, 1917					Southern Italy		Ivories, Bone		http://www.metmuseum.org/art/collection/search/446990	Metropolitan Museum of Art, New York, NY
17.190.829	False	Islamic Art	Bottle	Swan-Neck Glass Bottle										19th century	1800	1899	Glass, blue, dip-molded, blown, folded foot	"H. 15 in. (38.1 cm)
Max. Diam. 4 5/16 in. (11 cm)"	Gift of J. Pierpont Morgan, 1917					Iran		Glass		http://www.metmuseum.org/art/collection/search/446996	Metropolitan Museum of Art, New York, NY
17.190.858	True	Islamic Art	Carpet	Carpet with Palm Trees, Ibexes, and Birds										late 16th–early 17th century	1575	1625	Cotton, wool, asymmetrically knotted pile	"Rug: L. 328 in. (833.1 cm)
         W. 108 in. (274.3 cm)
         Wt. 132 lbs. (59.9 kg)
Storage Tube: L. 132 in. (335.3 cm)
                           Diam. 9 in. (22.9 cm)"	Gift of J. Pierpont Morgan, 1917		Lahore			present-day Pakistan		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/446999	Metropolitan Museum of Art, New York, NY
17.190.985	True	Islamic Art	Mosque lamp	Mosque Lamp for the Mausoleum of Amir Aydakin al-'Ala'i al-Bunduqdar										shortly after 1285	1260	1310	Glass, brownish, blown, folded foot, applied handles, enameled and gilded	"H. 10 3/8 in. (26.4 cm)
Diam. of rim 8 1/4 in. (21 cm)"	Gift of J. Pierpont Morgan, 1917		probably Cairo			Egypt		Glass		http://www.metmuseum.org/art/collection/search/447000	Metropolitan Museum of Art, New York, NY
19.68.1	True	Islamic Art	Folio from an illustrated manuscript	Folio from a Mu'nis al-ahrar fi daqa'iq al-ash'ar (The Free Man's Companion to the Subtleties of Poems) of Jajarmi		Author		Muhammad ibn Badr al-Din Jajarmi		Muhammad ibn Badr al-Din Jajarmi		1315	1365	A.H. 741/A.D. 1340–41	1315	1365	Ink, opaque watercolor, and gold on paper	Page: 7 1/2 x 5 in. (19.1 x 12.7 cm)	Rogers Fund, 1919		Isfahan			Iran		Codices		http://www.metmuseum.org/art/collection/search/447071	Metropolitan Museum of Art, New York, NY
19.135.3	True	Islamic Art	Finial	Finial in the Form of a Parrot										17th–18th century	1600	1799	Brass	"H. 5 3/4 in. (14.6 cm)
L. 11 in. (27.9 cm)"	Gift of Robert W. and Lockwood De Forest, 1919					Northern India		Metal		http://www.metmuseum.org/art/collection/search/447086	Metropolitan Museum of Art, New York, NY
22.100.51	True	Islamic Art	Carpet	Carpet with Triple-arch Design										ca. 1575–90	1550	1615	silk, wood, cotton, asymmetrically knotted pile	"Rug: L. 68 in. (172.7 cm)
        W. 50 in. (127 cm)
Mount: L. 71 in. (180.3 cm)
            W. 53 3/4 in. (136.5 cm) 
             D. 3 5/8 in. (9.2 cm)
            Wt. 120 lbs. (54.4 kg)"	The James F. Ballard Collection, Gift of James F. Ballard, 1922		probably Istanbul			Turkey		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/447509	Metropolitan Museum of Art, New York, NY
22.100.52	True	Islamic Art	Carpet	Mamluk Carpet										early 16th century	1500	1525	Wool, asymmetrically knotted pile	"Rug: H. 84 in. (213.4 cm)
          W. 105 in. (266.7 cm)"	The James F. Ballard Collection, Gift of James F. Ballard, 1922		probably Cairo			probably Egypt		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/447510	Metropolitan Museum of Art, New York, NY
22.100.110	True	Islamic Art	Carpet	Star Ushak Carpet										probably 17th century	1600	1699	Wool, symmetrically knotted pile	"H. 1213/4 in. (309.2 cm)
W. 71 in. (180.3 cm)"	The James F. Ballard Collection, Gift of James F. Ballard, 1922					West Central Turkey		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/447568	Metropolitan Museum of Art, New York, NY
22.100.114	True	Islamic Art	Carpet	"""Bellini"" carpet"										16th–17th century	1500	1699	Wool, symmetrically knotted pile	"Rug: H. 61 3/4 in. (156.8 cm)
         W. 47 3/8 in. (156.8 x 120.3 cm)"	The James F. Ballard Collection, Gift of James F. Ballard, 1922					Turkey		Textiles, Rugs		http://www.metmuseum.org/art/collection/search/447572	Metropolitan Museum of Art, New York, NY
28.63.1	True	Islamic Art	Folio from an illustrated manuscript	"""Krishna Holds Up Mount Govardhan to Shelter the Villagers of Braj"", Folio from a Harivamsa (The Legend of Hari (Krishna))"										ca. 1590–95	1565	1620	Ink, opaque watercolor, and gold on paper	H. 11 3/8 in. x W. 7 7/8 in. (28.9 x 20 cm)	Purchase, Edward C. Moore Jr. Gift, 1928		probably Lahore			present-day Pakistan		Codices		http://www.metmuseum.org/art/collection/search/448183	Metropolitan Museum of Art, New York, NY
29.22	True	Islamic Art	Fragment	Textile Fragment										14th century	1300	1399	Silk, lampas	"Textile: L. 40 3/16 in. (102 cm)
            W. 14 5/16 in. (36.3 cm)
Mount: L. 45 1/4 in. (114.9 cm)
            W. 19 3/4 in. (50.2 cm)
            D. 1 in. (2.5 cm)"	Fletcher Fund, 1929					Spain		Textiles, Woven		http://www.metmuseum.org/art/collection/search/448232	Metropolitan Museum of Art, New York, NY
29.160.23	True	Islamic Art	Folio from a non-illustrated manuscript	Folio from a Qur'an Manuscript										ca. 1180	1155	1205	Ink, opaque watercolor, and gold on paper	11.75 in. high 8.75 in. wide (29.8 cm high 22.2 cm wide)	H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929					Eastern Iran or present-day Afghanistan		Codices		http://www.metmuseum.org/art/collection/search/448281	Metropolitan Museum of Art, New York, NY
29.160.24	True	Islamic Art	Folio from a non-illustrated manuscript	Folio from a Qur'an Manuscript										ca. 1180	1155	1205	Ink, opaque watercolor, and gold on paper	"H. 11 3/4 in. (29.8 cm)
W.  8 3/4 in. (22.2 cm)"	H. O. Havemeyer Collection, Gift of Horace Havemeyer, 1929					Eastern Iran or present-day Afghanistan		Codices		http://www.metmuseum.org/art/collection/search/448282	Metropolitan Museum of Art, New York, NY
29.179.9	True	Islamic Art	Tiraz fragment	Tiraz Textile Fragment										late 9th–early 10th century	875	925	"Cotton, ink, and gold, plain weave, resist-dyed (ikat), painted
Inscription: black ink and gold leaf, painted"	"Textile: L. 23 in. (58.4 cm)
            W. 16 in. (40.6 cm)
Mount: L. 27 1/2 in. (69.9 cm)
            W. 21 in. (53.3 cm)
            D. 7/8 in. (2.2 cm)
            Wt. 8 lbs. (3.6 kg)"	Gift of George D. Pratt, 1929					Yemen		Textiles		http://www.metmuseum.org/art/collection/search/448294	Metropolitan Museum of Art, New York, NY
30.45	True	Islamic Art	Folio from a non-illustrated manuscript	Folio from a Qur'an Manuscript										late 9th–early 10th century	875	925	Ink and gold on parchment	"H. 13 1/8 in.  (33.32 cm)
W. 9 3/8 in. (23.8 cm)"	Gift of Rudolf M. Riefstahl, 1930					probably Syria		Codices		http://www.metmuseum.org/art/collection/search/448369	Metropolitan Museum of Art, New York, NY
30.95.37	True	Islamic Art	Pendant	Crescent-Shaped Pendant with Confronted Birds										11th century	1000	1099	Gold, cloisonné enamel, turquoise, filigree	"H. 1 3/4 in. (4.5 cm)
W. 1 3/8 in. (3.5 cm)"	Theodore M. Davis Collection, Bequest of Theodore M. Davis, 1915					Egypt		Jewelry		http://www.metmuseum.org/art/collection/search/448401	Metropolitan Museum of Art, New York, NY
