accession_number,public_domain,department,object_name,title,Artist Role,Artist Prefix,Artist Display Name,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,object_begin_date,object_end_date,acquisition_type,acquisition_date,city,country,region,classification,rights,web_link,Repository,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.2,TRUE,Islamic Art,Folio from an illustrated manuscript,"""Men Treading Grapes"" Folio from a Materia Medica of Dioscorides",Calligrapher,,'Abdullah ibn al-Fadl,,'Abdullah ibn al-Fadl,,,,dated A.H. 621/ A.D. 1224,1199,1249,Purchase Anonymous Gift,1956,possibly Baghdad,Iraq or Northern Jazira,,Codices,,http://www.metmuseum.org/art/collection/search/451332,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.217,TRUE,Islamic Art,Carpet,The 'Nigde' Carpet,Author|Calligrapher,,Badi' al-Zaman ibn al-Razzaz al-Jazari|Farrukh ibn `Abd al-Latif,,Badi' al-Zaman ibn al-Razzaz al-Jazari|Farrukh ibn `Abd al-Latif,,1136,1136,18th century,1700,1799,Gift of Joseph V. McMullan,1956,,Northwestern Iran probably,,Textiles Rugs,,http://www.metmuseum.org/art/collection/search/451367,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.234.35,TRUE,Islamic Art,Ceiling,Ceiling,Artist,,Shah Quli,,Shah Quli,Turkish,1520,1566,16th century,1500,1599,Gift of The Hearst Foundation,1956,,Spain,,Wood,,http://www.metmuseum.org/art/collection/search/451373,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.51.21,TRUE,Islamic Art,Folio from an illustrated manuscript,"""Preparing Medicine from Honey"" from a Dispersed Manuscript of an Arabic Translation of De Materia Medica of Dioscorides",,,,,,,,,dated A.H. 621/ A.D. 1224,1199,1249,Bequest of Cora Timken Burnett,1956,Baghdad,Iraq,,Codices,,http://www.metmuseum.org/art/collection/search/451400,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.51.23,TRUE,Islamic Art,Folio from an illustrated manuscript,"""The Elephant Clock"" Folio from a Book of the Knowledge of Ingenious Mechanical Devices by al-Jazari",,,,,,,,,dated A.H. 715/A.D. 1315,1290,1340,Bequest of Cora Timken Burnett,1956,,Syria,,Codices,,http://www.metmuseum.org/art/collection/search/451402,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.51.26,TRUE,Islamic Art,Illustrated single work,'Saz'-style Drawing of a Dragon amid Foliage,,,,,,,,,ca. 1540–50,1515,1575,Bequest of Cora Timken Burnett,1956,Istanbul,Turkey,,Codices,,http://www.metmuseum.org/art/collection/search/451405,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.61.16,TRUE,Islamic Art,Bowl,Turquoise Bowl with Lute Player and Audience,,,,,,,,,late 12th–early 13th century,1175,1225,Henry G. Leberthon Collection Gift of Mr. and Mrs. A. Wallace Chauncey,1957,,Iran,,Ceramics,,http://www.metmuseum.org/art/collection/search/451444,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.88a–c,TRUE,Islamic Art,Armlet,Armlet,,,,,,,,,first half 11th century,1000,1050,Harris Brisbane Dick Fund,1957,Gurgan,Iran,,Jewelry,,http://www.metmuseum.org/art/collection/search/451447,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.46,TRUE,Islamic Art,Carpet,Silk Kashan Carpet,Maker,,Muslim Ibn al-Dahhan,,Muslim Ibn al-Dahhan,,,,16th century,1500,1599,Gift of Mrs. Douglas M. Moffat,1958,probably Kashan,Iran,,Textiles Rugs,,http://www.metmuseum.org/art/collection/search/451470,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.69.1,TRUE,Islamic Art,Dish,Dish Depicting Two Birds among Flowering Plants,Author|Artist,Painting by,Farid al-Din `Attar|Habiballah of Sava,,Farid al-Din `Attar|Habiballah,,1142      |1565      ,1220      |1635      ,ca. 1575–90,1550,1615,Gift of James J. Rorimer in appreciation of Maurice Dimand's curatorship 1933–1959,1959,Iznik,Turkey,,Ceramics,,http://www.metmuseum.org/art/collection/search/451490,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.159.4,TRUE,Islamic Art,Bowl,Bowl Emulating Chinese Stoneware,,,,,,,,,9th century,800,899,Harris Brisbane Dick Fund,1963,probably Basra,Iraq,,Ceramics,,http://www.metmuseum.org/art/collection/search/451715,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.178.1,TRUE,Islamic Art,Bowl,Bowl with Eagle,,,,,,,,,ca. 1000,975,1025,Gift of Charles K. and Irma B. Wilkinson,1963,,Egypt,,Ceramics,,http://www.metmuseum.org/art/collection/search/451717,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.210.11,TRUE,Islamic Art,Folio from an illustrated manuscript,"""The Concourse of the Birds"" Folio 11r from a Mantiq al-tair (Language of the Birds)",,,,,,,,,ca. 1600,1575,1625,Fletcher Fund,1963,Isfahan,Iran,,Codices,,http://www.metmuseum.org/art/collection/search/451725,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.106.2,TRUE,Islamic Art,Bowl,Bowl with Arabic Inscription,,,,,,,,,10th century,900,999,Rogers Fund,1965,Nishapur,Iran,,Ceramics,,http://www.metmuseum.org/art/collection/search/451802,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.109.2,TRUE,Islamic Art,Dish,Dish with Two Intertwined Dragons,,,,,,,,,ca. 1640,1615,1665,Harris Brisbane Dick Fund,1965,Kirman,Iran,,Ceramics,,http://www.metmuseum.org/art/collection/search/451804,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.173.1,TRUE,Islamic Art,Goblet,Goblet with Incised Designs,Poet|Artist,Written by|Calligraphy and paintings by,Hatifi|Suzi,,Hatifi|Suzi,,,,8th–9th century,700,899,Purchase Joseph Pulitzer Bequest,1965,,probably Iraq or Syria,,Glass,,http://www.metmuseum.org/art/collection/search/451807,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.119,TRUE,Islamic Art,Figure,Standing Figure with Jeweled Headdress,,,,,,,,,12th–early 13th century,1100,1225,Gift of Mr. and Mrs. Lester Wolfe,1967,,Iran,,Sculpture,,http://www.metmuseum.org/art/collection/search/451909,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.215.2,TRUE,Islamic Art,Dish,Brasero,,,,,,,,,late 15th–early 16th century,1475,1525,Gift of Dr. and Mrs. Lewis Balamuth,1968,Manises (Valencia),Spain,,Ceramics,,http://www.metmuseum.org/art/collection/search/451995,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.27,TRUE,Islamic Art,Illustrated manuscript,Khusrau and Shirin,Artist|Author,Painting attributed to,Sultan Muhammad|Abu'l Qasim Firdausi,,Sultan Muhammad|Abu'l Qasim Firdausi,,1500      |0935      ,1550      |1020      ,dated A.H. 904/A.D. 1498–99,1473,1524,Harris Brisbane Dick Fund,1969,probably Istanbul or Amasya,Turkey,,Codices,,http://www.metmuseum.org/art/collection/search/452037,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970.105,TRUE,Islamic Art,Carpet,The 'Simonetti' Carpet,Artist|Author,Painting attributed to,Sultan Muhammad|Abu'l Qasim Firdausi,,Sultan Muhammad|Abu'l Qasim Firdausi,,1500      |0935      ,1550      |1020      ,ca. 1500,1475,1525,Fletcher Fund,1970,probably Cairo,Egypt,,Textiles Rugs,,http://www.metmuseum.org/art/collection/search/452100,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970.17,TRUE,Islamic Art,Period room,Damascus Room,Artist|Author,Painting attributed to,Qasim ibn 'Ali|Abu'l Qasim Firdausi,,Qasim ibn 'Ali|Abu'l Qasim Firdausi,,1500      |0935      ,1585      |1020      ,dated A.H. 1119/A.D. 1707,1119,1707,Gift of The Hagop Kevorkian Fund,1970,Damascus,Syria,,Wood,,http://www.metmuseum.org/art/collection/search/452102,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970.301.2,TRUE,Islamic Art,Folio from an illustrated manuscript,"""The Feast of Sada"" Folio 22v from the Shahnama (Book of Kings) of Shah Tahmasp",,,,,,,,,ca. 1525,1500,1550,Gift of Arthur A. Houghton Jr.,1970,Tabriz,Iran,,Codices,,http://www.metmuseum.org/art/collection/search/452111,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970.301.3,TRUE,Islamic Art,Folio from an illustrated manuscript,"""Tahmuras Defeats the Divs"" Folio 23v from the Shahnama (Book of Kings) of Shah Tahmasp",,,,,,,,,ca. 1525,1500,1550,Gift of Arthur A. Houghton Jr.,1970,Tabriz,Iran,,Codices,,http://www.metmuseum.org/art/collection/search/452112,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970.301.51,TRUE,Islamic Art,Folio from an illustrated manuscript,"""Isfandiyar's Third Course: He Slays a Dragon"" Folio 434v from the Shahnama (Book of Kings) of Shah Tahmasp",,,,,,,,,ca. 1530,1505,1555,Gift of Arthur A. Houghton Jr.,1970,Tabriz,Iran,,Codices,,http://www.metmuseum.org/art/collection/search/452160,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974.149.46,TRUE,Islamic Art,Carpet,Salor Main Carpet,,,,,,,,,late 18th–early 19th century,1775,1825,Bequest of Joseph V. McMullan,1973,,Sothern Turkmenistan,Central Asia,Textiles Rugs,,http://www.metmuseum.org/art/collection/search/452598,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976.176.1,TRUE,Islamic Art,Box,Flower-Style Box with Drawers,,,,,,,,,17th century,1600,1699,Fletcher Fund,1976,,India,,Wood,,http://www.metmuseum.org/art/collection/search/452813,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978.24,TRUE,Islamic Art,Carpet,'Lotto' Carpet,,,,,,,,,late 16th century,1575,1599,Purchase The Seley Foundation Inc. and The Louis E. and Theresa S. Seley Foundation Inc. Gifts,1978,,Turkey,,Textiles Rugs,,http://www.metmuseum.org/art/collection/search/452845,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980.603,TRUE,Islamic Art,Non-illustrated manuscript,Qur'an Manuscript,Artist|Artist,Painting by|Painting by,Kamal Muhammad|Chand Muhammad,,Kamal Muhammad|Muhammad Chand,,1655      |1655      ,1705      |1705      ,dated A.H. 1268/A.D. 1851–52,1826,1877,Gift of Elizabeth M. Riley,1980,,Turkey,,Codices,,http://www.metmuseum.org/art/collection/search/453024,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981.32,TRUE,Islamic Art,Panel,Dedicatory Inscription from a Mosque,,,,,,,,,dated A.H. 905/ A.D. 1500,1475,1525,Purchase Gift of Mrs. Nelson Doubleday and Bequest of Charles R. Gerth by exchange,1981,,India,Bengal,Stone,,http://www.metmuseum.org/art/collection/search/453053,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981.321,TRUE,Islamic Art,Tent lining,Floral Tent Panel,,,,,,,,,ca. 1635,1610,1660,Purchase Bequest of Helen W. D. Mileham by exchange Wendy Findlay Gift and funds from various donors,1981,,India,,Textiles,,http://www.metmuseum.org/art/collection/search/453054,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982.213,TRUE,Islamic Art,Illustrated  album leaf,The House of Bijapur,,,,,,,,,ca. 1680,1655,1705,Purchase Gifts in memory of Richard Ettinghausen; Schimmel Foundation Inc. Ehsan Yarshater Karekin Beshir Ltd. Margaret Mushekian Mr. and Mrs. Edward Ablat and Mr. and Mrs. Jerome A. Straka Gifts; The Friends of the Islamic Department Fund; Gifts of Mrs. A. Lincoln Scott and George Blumenthal Bequests of Florence L. Goldmark Charles R. Gerth and Millie Bruhl Frederick and funds from various donors by exchange; Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund,1982,Bijapur,India,Deccan,Codices,,http://www.metmuseum.org/art/collection/search/453183,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984.221,TRUE,Islamic Art,Water pipe base,Base for a Water Pipe (Huqqa) with Irises,,,,,,,,,late 17th century,1675,1699,Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund,1984,Bidar,India,Deccan,Metal,,http://www.metmuseum.org/art/collection/search/453243,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1985.58a, b",TRUE,Islamic Art,Dagger,Dagger with Hilt in the Form of a Blue Bull (Nilgai),,,,,,,,,ca. 1640,1615,1665,Gift of Alice Heeramaneck in memory of Nasli Heeramaneck,1985,,India,,Stone,,http://www.metmuseum.org/art/collection/search/453253,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987.14,TRUE,Islamic Art,Plaque,Calligraphic Plaque,Artist,Painting by,Habiballah of Sava,,Habiballah,,1565,1635,probably late 17th century,1675,1699,Rogers Fund,1987,,Iran,,Metal,,http://www.metmuseum.org/art/collection/search/453279,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989.87a–l,TRUE,Islamic Art,Necklace,Jewelry Elements,,,,,,,,,late 14th–16th century,1375,1599,Purchase Rogers Fund and Habib Anavian Gift,1989,,Iran or Central Asia,,Jewelry,,http://www.metmuseum.org/art/collection/search/453312,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.61,TRUE,Islamic Art,Carpet,Confronted Animal Rug,Artist|Patron|Author,Painting by|Commissioned by,Mustafa ibn Vali|Sultan Murad III|Mustafa b. Yusuf al-Darir al-Erzerumi,,"Vali, Mustafa ibn|Sultan Murad III|Mustafa b. Yusuf al-Darir al-Erzerumi",,1549,1620,14th century,1300,1399,Purchase Harris Brisbane Dick Fund Joseph Pulitzer Bequest Louis V. Bell Fund and Fletcher Pfeiffer and Rogers Funds,1990,,Turkey,,Textiles Rugs,,http://www.metmuseum.org/art/collection/search/453317,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.51,TRUE,Islamic Art,Illustrated  album leaf,A Stallion,,,,,,,,,ca. 1601–6,1575,1630,Purchase Louis E. and Theresa S. Seley Purchase Fund for Islamic Art The Edward Joseph Gallagher III Memorial Collection Edward J. Gallagher Jr. Bequest and Richard S. Perkins and Margaret Mushekian Gifts,1992,Herat,present-day Afghanistan,,Codices,,http://www.metmuseum.org/art/collection/search/453336,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.67.2,TRUE,Islamic Art,Screen,Pierced Window Screen,,,,,,,,,second half 16th century,1550,1599,Rogers Fund,1993,,India,,Stone,,http://www.metmuseum.org/art/collection/search/453344,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.141,TRUE,Islamic Art,Folio from an illustrated manuscript,"""The Angel Gabriel meets 'Amr ibn Zaid (the Shepherd)"" Folio from a Siyer-i Nebi (the Life of the Prophet)",,,,,,,,,ca. 1595,1570,1620,Purchase Lila Acheson Wallace Gift,1994,Istanbul,Turkey,,Codices,,http://www.metmuseum.org/art/collection/search/453351,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.238.2,TRUE,Islamic Art,Folio from a non-illustrated manuscript,Folio from a Qur'an Manuscript,,,,,,,,,dated A.H. 531/ A.D. 1137,1112,1162,Purchase Friends of Islamic Art Gifts,1996,,Iran or Iraq,,Codices,,http://www.metmuseum.org/art/collection/search/453369,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1998.298a, b",TRUE,Islamic Art,Pyxis,Pyxis (Cylindrical Container),,,,,,,,,late 11th–early 12th century,1075,1125,Purchase Lila Acheson Wallace Gift Harvey and Elizabeth Plotnick Gift and Louis E. and Theresa S. Seley Purchase Fund for Islamic Art,1998,,Syria,,Ceramics,,http://www.metmuseum.org/art/collection/search/453576,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.113,TRUE,Islamic Art,Painting,"""Jonah and the Whale"" Folio from a Jami al-Tavarikh (Compendium of Chronicles)",,,,,,,,,ca. 1400,1375,1425,Purchase Joseph Pulitzer Bequest,1933,,Iran,,Codices,,http://www.metmuseum.org/art/collection/search/453683,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.266,TRUE,Islamic Art,Illustrated single work,Black Stork in a Landscape,Calligrapher,,'Abd al-Qadir Hisari,,'Abd al-Qadir Hisari,,,,ca. 1780,1755,1805,Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund,2000,probably Lucknow,India,,Codices,,http://www.metmuseum.org/art/collection/search/454011,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2000.490a, b",TRUE,Islamic Art,Bowl and dish,Footed Bowl and Plate,,,,,,,,,first half 18th century,1700,1750,Purchase Cynthia Hazen Polsky and Leon B. Polsky Fund and The Annenberg Foundation Gift,2000,,India,,Glass,,http://www.metmuseum.org/art/collection/search/454013,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.424,TRUE,Islamic Art,IIllustrated single work,Dragon Wrapped around Saz Leaves,,,,,,,,,ca. 1550–70,1525,1595,Anonymous Gift,2000,Istanbul,Turkey,,Codices,,http://www.metmuseum.org/art/collection/search/454015,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003.241,TRUE,Islamic Art,Illustrated single work,Calligraphic Galleon,,,,,,,,,dated A.H. 1180/ A.D. 1766–67,1741,1792,Louis E. and Theresa S. Seley Purchase Fund for Islamic Art and Rogers Fund,2003,,Turkey,,Codices,,http://www.metmuseum.org/art/collection/search/454611,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.87,TRUE,Islamic Art,Folio from a non-illustrated manuscript,"Folio from the ""Tashkent Qur'an""",Calligrapher|Poet|Artist,Painting by,Maulana Azhar|Nizami (Ilyas Abu Muhammad Nizam al-Din of Ganja)|Unknown,,Maulana Azhar|Nizami (Ilyas Abu Muhammad Nizam al-Din of Ganja)|Unknown,,1450      |1141      ,1501      |1217      ,late 8th–early 9th century,775,825,Purchase Lila Acheson Wallace Gift,2004,,Syria Yemen or North Africa,,Codices,,http://www.metmuseum.org/art/collection/search/454661,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.88,TRUE,Islamic Art,Folio from a non-illustrated manuscript,"Folio from the ""Blue Qur'an""",,,,,,,,,second half 9th–mid-10th century,850,950,Purchase Lila Acheson Wallace Gift,2004,probably Qairawan,Tunisia,,Codices,,http://www.metmuseum.org/art/collection/search/454662,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004.244a–d,TRUE,Islamic Art,Goa stone and container,Goa Stone and Gold Case,,,,,,,,,late 17th–early 18th century,1675,1725,Rogers Fund,2004,,India,Goa,Metal,,http://www.metmuseum.org/art/collection/search/454738,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.228.13.6,TRUE,Islamic Art,Folio from an illustrated manuscript,"""The Eavesdropper"" Folio 47r from a Haft Paikar (Seven Portraits) of the Khamsa (Quintet) of Nizami",,,,,,,,,ca. 1430,1405,1455,Gift of Alexander Smith Cochran,1913,Herat,present-day Afghanistan,,Codices,,http://www.metmuseum.org/art/collection/search/455059,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.9c,TRUE,Islamic Art,Tile panel,Garden Gathering,Artist,Painting attributed to,Bhawani Das,or a follower,Bhawani Das,,,,1640–50,1615,1675,Rogers Fund,1903,probably Isfahan,Iran,,Ceramics Tiles,,http://www.metmuseum.org/art/collection/search/455082,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2006.523a, b",TRUE,Islamic Art,Pen box,Pen Box (Qalamdan) Depicting Shah Isma'il in a Battle against the Uzbeks,,,,,,,,,early 19th century,1800,1825,Purchase Elizabeth S. Ettinghausen Gift in memory of Richard Ettinghausen; and Stephenson Family Foundation Gift,2006,,Iran,,Lacquer,,http://www.metmuseum.org/art/collection/search/455304,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007.191,TRUE,Islamic Art,Folio from an illustrated manuscript,"Bifolium from the ""Nurse's Qur'an"" (Mushaf al-Hadina)",Artist,,Bartolo di Fredi,,Bartolo di Fredi,Italian,1353,1410,ca. A.H. 410/ A.D. 1019–20,994,1045,Purchase James and Diane Burke Gift in honor of Dr. Marilyn Jenkins-Madina,2007,probably Qairawan,Tunisia,,Codices,,http://www.metmuseum.org/art/collection/search/456074,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008.312,TRUE,Islamic Art,Illustrated single work,Great Indian Fruit Bat,Artist,,Niccolò di Buonaccorso,,Niccolò di Buonaccorso,Italian,1372,1388,ca. 1777–82,1752,1807,Purchase Anonymous Gift Cynthia Hazen Polsky Gift Virginia G. LeCount Bequest in memory of The LeCount Family 2007 Benefit Fund Louis V. Bell Harris Brisbane Dick Fletcher and Rogers Funds and Joseph Pulitzer Bequest and Gift of Dr. Mortimer D. Sackler Theresa Sackler and Family,2008,Calcutta,India,,Paintings,,http://www.metmuseum.org/art/collection/search/456949,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011.236,TRUE,Islamic Art,Dagger,Dagger with Zoomorphic Hilt,Artist,,Osservanza Master,,Osservanza Master,Italian,1425,1450,second half 16th century,1600,1650,Purchase Lila Acheson Wallace Gift,2011,Bijapur or Golconda,India,Deccan,Arms Armor,,http://www.metmuseum.org/art/collection/search/457730,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975.1.16,TRUE,Robert Lehman Collection,Painting,The Adoration of the Magi,Artist,,Giovanni di Paolo (Giovanni di Paolo di Grazia),,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,1398,1482,ca. 1390,1387,1393,Robert Lehman Collection,1975,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458956,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975.1.21,TRUE,Robert Lehman Collection,Painting,The Coronation of the Virgin,Artist,,Giovanni di Paolo (Giovanni di Paolo di Grazia),,Giovanni di Paolo (Giovanni di Paolo di Grazia),Italian,1398,1482,ca. 1380,1377,1383,Robert Lehman Collection,1975,,,,Paintings,,http://www.metmuseum.org/art/collection/search/458961,Metropolitan Museum of Art New York NY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
